Uthmani,Simple
بِٱلْإِثْمِ,بالإثم
وَٱلْعُدْوَٰنِ,والعدوان
يَأْتُوكُمْ,يأتوكم
أُسَٰرَىٰ,أسارى
تُفَٰدُوهُمْ,تفادوهم
مُحَرَّمٌ,محرم
إِخْرَاجُهُمْ,إخراجهم
أَفَتُؤْمِنُونَ,أفتؤمنون
بِبَعْضِ,ببعض
ٱلْكِتَٰبِ,الكتاب
وَتَكْفُرُونَ,وتكفرون
بِبَعْضٍ,ببعض
جَزَآءُ,جزاء
يَفْعَلُ,يفعل
خِزْىٌ,خزي
ٱلْحَيَوٰةِ,الحياة
ٱلدُّنْيَا,الدنيا
وَيَوْمَ,ويوم
ٱلْقِيَٰمَةِ,القيامة
يُرَدُّونَ,يردون
إِلَىٰٓ,إلى
أَشَدِّ,أشد
ٱلْحَيَوٰةَ,الحياة
بِٱلْءَاخِرَةِ,بالآخرة
يُخَفَّفُ,يخفف
عَنْهُمُ,عنهم
ٱلْعَذَابُ,العذاب
وَقَفَّيْنَا,وقفينا
بِٱلرُّسُلِ,بالرسل
وَءَاتَيْنَا,وآتينا
عِيسَى,عيسى
ٱبْنَ,ابن
مَرْيَمَ,مريم
ٱلْبَيِّنَٰتِ,البينات
وَأَيَّدْنَٰهُ,وأيدناه
بِرُوحِ,بروح
ٱلْقُدُسِ,القدس
أَفَكُلَّمَا,أفكلما
جَآءَكُمْ,جاءكم
رَسُولٌۢ,رسول
تَهْوَىٰٓ,تهوى
أَنفُسُكُمُ,أنفسكم
ٱسْتَكْبَرْتُمْ,استكبرتم
فَفَرِيقًا,ففريقا
كَذَّبْتُمْ,كذبتم
وَفَرِيقًا,وفريقا
قُلُوبُنَا,قلوبنا
غُلْفٌۢ,غلف
بَل,بل
لَّعَنَهُمُ,لعنهم
بِكُفْرِهِمْ,بكفرهم
فَقَلِيلًا,فقليلا
وَلَمَّا,ولما
جَآءَهُمْ,جاءهم
كِتَٰبٌ,كتاب
مُصَدِّقٌ,مصدق
مَعَهُمْ,معهم
وَكَانُوا۟,وكانوا
يَسْتَفْتِحُونَ,يستفتحون
فَلَمَّا,فلما
جَآءَهُم,جاءهم
عَرَفُوا۟,عرفوا
فَلَعْنَةُ,فلعنة
بِئْسَمَا,بئسما
ٱشْتَرَوْا۟,اشتروا
يَكْفُرُوا۟,يكفروا
أَنزَلَ,أنزل
بَغْيًا,بغيا
يُنَزِّلَ,ينزل
فَضْلِهِۦ,فضله
يَشَآءُ,يشاء
عِبَادِهِۦ,عباده
فَبَآءُو,فباءوا
غَضَبٍ,غضب
وَلِلْكَٰفِرِينَ,وللكافرين
مُّهِينٌ,مهين
نُؤْمِنُ,نؤمن
وَيَكْفُرُونَ,ويكفرون
وَرَآءَهُۥ,وراءه
فَلِمَ,فلم
أَنۢبِيَآءَ,أنبياء
كُنتُم,كنتم
مُّؤْمِنِينَ,مؤمنين
جَآءَكُم,جاءكم
مُّوسَىٰ,موسى
بِٱلْبَيِّنَٰتِ,بالبينات
وَٱسْمَعُوا۟,واسمعوا
سَمِعْنَا,سمعنا
وَعَصَيْنَا,وعصينا
وَأُشْرِبُوا۟,وأشربوا
قُلُوبِهِمُ,قلوبهم
يَأْمُرُكُم,يأمركم
إِيمَٰنُكُمْ,إيمانكم
كَانَتْ,كانت
ٱلدَّارُ,الدار
ٱلْءَاخِرَةُ,الآخرة
خَالِصَةً,خالصة
فَتَمَنَّوُا۟,فتمنوا
ٱلْمَوْتَ,الموت
يَتَمَنَّوْهُ,يتمنوه
أَبَدًۢا,أبدا
قَدَّمَتْ,قدمت
عَلِيمٌۢ,عليم
بِٱلظَّٰلِمِينَ,بالظالمين
وَلَتَجِدَنَّهُمْ,ولتجدنهم
أَحْرَصَ,أحرص
حَيَوٰةٍ,حياة
أَشْرَكُوا۟,أشركوا
يَوَدُّ,يود
أَحَدُهُمْ,أحدهم
لَوْ,لو
يُعَمَّرُ,يعمر
أَلْفَ,ألف
سَنَةٍ,سنة
بِمُزَحْزِحِهِۦ,بمزحزحه
يُعَمَّرَ,يعمر
بَصِيرٌۢ,بصير
يَعْمَلُونَ,يعملون
عَدُوًّا,عدوا
لِّجِبْرِيلَ,لجبريل
فَإِنَّهُۥ,فإنه
نَزَّلَهُۥ,نزله
قَلْبِكَ,قلبك
بِإِذْنِ,بإذن
يَدَيْهِ,يديه
وَهُدًى,وهدى
وَبُشْرَىٰ,وبشرى
لِلْمُؤْمِنِينَ,للمؤمنين
لِّلَّهِ,لله
وَمَلَٰٓئِكَتِهِۦ,وملائكته
وَرُسُلِهِۦ,ورسله
وَجِبْرِيلَ,وجبريل
وَمِيكَىٰلَ,وميكال
لِّلْكَٰفِرِينَ,للكافرين
أَنزَلْنَآ,أنزلنا
ءَايَٰتٍۭ,آيات
بَيِّنَٰتٍ,بينات
يَكْفُرُ,يكفر
بِهَآ,بها
ٱلْفَٰسِقُونَ,الفاسقون
أَوَكُلَّمَا,أوكلما
عَٰهَدُوا۟,عاهدوا
نَّبَذَهُۥ,نبذه
مِّنْهُم,منهم
بَلْ,بل
أَكْثَرُهُمْ,أكثرهم
رَسُولٌ,رسول
نَبَذَ,نبذ
أُوتُوا۟,أوتوا
كِتَٰبَ,كتاب
وَرَآءَ,وراء
ظُهُورِهِمْ,ظهورهم
كَأَنَّهُمْ,كأنهم
وَٱتَّبَعُوا۟,واتبعوا
تَتْلُوا۟,تتلو
ٱلشَّيَٰطِينُ,الشياطين
مُلْكِ,ملك
سُلَيْمَٰنَ,سليمان
كَفَرَ,كفر
سُلَيْمَٰنُ,سليمان
وَلَٰكِنَّ,ولكن
ٱلشَّيَٰطِينَ,الشياطين
يُعَلِّمُونَ,يعلمون
ٱلسِّحْرَ,السحر
ٱلْمَلَكَيْنِ,الملكين
بِبَابِلَ,ببابل
هَٰرُوتَ,هاروت
وَمَٰرُوتَ,وماروت
يُعَلِّمَانِ,يعلمان
أَحَدٍ,أحد
يَقُولَآ,يقولا
فِتْنَةٌ,فتنة
تَكْفُرْ,تكفر
فَيَتَعَلَّمُونَ,فيتعلمون
مِنْهُمَا,منهما
يُفَرِّقُونَ,يفرقون
ٱلْمَرْءِ,المرء
وَزَوْجِهِۦ,وزوجه
بِضَآرِّينَ,بضارين
وَيَتَعَلَّمُونَ,ويتعلمون
يَضُرُّهُمْ,يضرهم
يَنفَعُهُمْ,ينفعهم
عَلِمُوا۟,علموا
لَمَنِ,لمن
ٱشْتَرَىٰهُ,اشتراه
لَهُۥ,له
ٱلْءَاخِرَةِ,الآخرة
خَلَٰقٍ,خلاق
وَلَبِئْسَ,ولبئس
شَرَوْا۟,شروا
أَنَّهُمْ,أنهم
وَٱتَّقَوْا۟,واتقوا
لَمَثُوبَةٌ,لمثوبة
لَّوْ,لو
تَقُولُوا۟,تقولوا
رَٰعِنَا,راعنا
ٱنظُرْنَا,انظرنا
أَلِيمٌ,أليم
أَهْلِ,أهل
ٱلْمُشْرِكِينَ,المشركين
يُنَزَّلَ,ينزل
عَلَيْكُم,عليكم
خَيْرٍ,خير
يَخْتَصُّ,يختص
بِرَحْمَتِهِۦ,برحمته
ذُو,ذو
ٱلْفَضْلِ,الفضل
ٱلْعَظِيمِ,العظيم
نَنسَخْ,ننسخ
ءَايَةٍ,آية
نُنسِهَا,ننسها
نَأْتِ,نأت
بِخَيْرٍ,بخير
مِّنْهَآ,منها
مِثْلِهَآ,مثلها
تَعْلَمْ,تعلم
مُلْكُ,ملك
وَلِىٍّ,ولي
نَصِيرٍ,نصير
تُرِيدُونَ,تريدون
تَسْـَٔلُوا۟,تسألوا
رَسُولَكُمْ,رسولكم
كَمَا,كما
سُئِلَ,سئل
وَمَن,ومن
يَتَبَدَّلِ,يتبدل
ٱلْكُفْرَ,الكفر
بِٱلْإِيمَٰنِ,بالإيمان
فَقَدْ,فقد
ضَلَّ,ضل
سَوَآءَ,سواء
ٱلسَّبِيلِ,السبيل
وَدَّ,ود
كَثِيرٌ,كثير
يَرُدُّونَكُم,يردونكم
إِيمَٰنِكُمْ,إيمانكم
كُفَّارًا,كفارا
حَسَدًا,حسدا
أَنفُسِهِم,أنفسهم
تَبَيَّنَ,تبين
لَهُمُ,لهم
فَٱعْفُوا۟,فاعفوا
وَٱصْفَحُوا۟,واصفحوا
يَأْتِىَ,يأتي
بِأَمْرِهِۦٓ,بأمره
تُقَدِّمُوا۟,تقدموا
لِأَنفُسِكُم,لأنفسكم
تَجِدُوهُ,تجدوه
بَصِيرٌ,بصير
يَدْخُلَ,يدخل
هُودًا,هودا
نَصَٰرَىٰ,نصارى
تِلْكَ,تلك
أَمَانِيُّهُمْ,أمانيهم
هَاتُوا۟,هاتوا
بُرْهَٰنَكُمْ,برهانكم
أَسْلَمَ,أسلم
وَجْهَهُۥ,وجهه
مُحْسِنٌ,محسن
فَلَهُۥٓ,فله
أَجْرُهُۥ,أجره
رَبِّهِۦ,ربه
وَقَالَتِ,وقالت
ٱلْيَهُودُ,اليهود
لَيْسَتِ,ليست
ٱلنَّصَٰرَىٰ,النصارى
يَتْلُونَ,يتلون
مِثْلَ,مثل
قَوْلِهِمْ,قولهم
فَٱللَّهُ,فالله
يَحْكُمُ,يحكم
بَيْنَهُمْ,بينهم
يَوْمَ,يوم
فِيمَا,فيما
يَخْتَلِفُونَ,يختلفون
وَمَنْ,ومن
أَظْلَمُ,أظلم
مِمَّن,ممن
مَّنَعَ,منع
مَسَٰجِدَ,مساجد
يُذْكَرَ,يذكر
ٱسْمُهُۥ,اسمه
وَسَعَىٰ,وسعى
خَرَابِهَآ,خرابها
يَدْخُلُوهَآ,يدخلوها
خَآئِفِينَ,خائفين
وَلِلَّهِ,ولله
ٱلْمَشْرِقُ,المشرق
وَٱلْمَغْرِبُ,والمغرب
فَأَيْنَمَا,فأينما
تُوَلُّوا۟,تولوا
فَثَمَّ,فثم
وَجْهُ,وجه
وَٰسِعٌ,واسع
ٱتَّخَذَ,اتخذ
وَلَدًا,ولدا
سُبْحَٰنَهُۥ,سبحانه
لَّهُۥ,له
كُلٌّ,كل
قَٰنِتُونَ,قانتون
بَدِيعُ,بديع
قَضَىٰٓ,قضى
أَمْرًا,أمرا
فَإِنَّمَا,فإنما
كُن,كن
فَيَكُونُ,فيكون
وَقَالَ,وقال
لَوْلَا,لولا
يُكَلِّمُنَا,يكلمنا
تَأْتِينَآ,تأتينا
ءَايَةٌ,آية
قَبْلِهِم,قبلهم
مِّثْلَ,مثل
تَشَٰبَهَتْ,تشابهت
قُلُوبُهُمْ,قلوبهم
بَيَّنَّا,بينا
ٱلْءَايَٰتِ,الآيات
لِقَوْمٍ,لقوم
إِنَّآ,إنا
أَرْسَلْنَٰكَ,أرسلناك
بَشِيرًا,بشيرا
وَنَذِيرًا,ونذيرا
تُسْـَٔلُ,تسأل
عَنْ,عن
أَصْحَٰبِ,أصحاب
ٱلْجَحِيمِ,الجحيم
تَرْضَىٰ,ترضى
عَنكَ,عنك
تَتَّبِعَ,تتبع
مِلَّتَهُمْ,ملتهم
هُدَى,هدى
ٱلْهُدَىٰ,الهدى
وَلَئِنِ,ولئن
ٱتَّبَعْتَ,اتبعت
أَهْوَآءَهُم,أهواءهم
بَعْدَ,بعد
جَآءَكَ,جاءك
ٱلْعِلْمِ,العلم
ءَاتَيْنَٰهُمُ,آتيناهم
يَتْلُونَهُۥ,يتلونه
حَقَّ,حق
تِلَاوَتِهِۦٓ,تلاوته
يَكْفُرْ,يكفر
تَنفَعُهَا,تنفعها
ٱبْتَلَىٰٓ,ابتلى
إِبْرَٰهِۦمَ,إبراهيم
رَبُّهُۥ,ربه
بِكَلِمَٰتٍ,بكلمات
فَأَتَمَّهُنَّ,فأتمهن
جَاعِلُكَ,جاعلك
إِمَامًا,إماما
وَمِن,ومن
ذُرِّيَّتِى,ذريتي
يَنَالُ,ينال
عَهْدِى,عهدي
جَعَلْنَا,جعلنا
ٱلْبَيْتَ,البيت
مَثَابَةً,مثابة
لِّلنَّاسِ,للناس
وَأَمْنًا,وأمنا
وَٱتَّخِذُوا۟,واتخذوا
مَّقَامِ,مقام
مُصَلًّى,مصلى
وَعَهِدْنَآ,وعهدنا
وَإِسْمَٰعِيلَ,وإسماعيل
طَهِّرَا,طهرا
بَيْتِىَ,بيتي
لِلطَّآئِفِينَ,للطائفين
وَٱلْعَٰكِفِينَ,والعاكفين
وَٱلرُّكَّعِ,والركع
ٱلسُّجُودِ,السجود
إِبْرَٰهِۦمُ,إبراهيم
ٱجْعَلْ,اجعل
بَلَدًا,بلدا
ءَامِنًا,آمنا
وَٱرْزُقْ,وارزق
أَهْلَهُۥ,أهله
مِنْهُم,منهم
فَأُمَتِّعُهُۥ,فأمتعه
أَضْطَرُّهُۥٓ,أضطره
عَذَابِ,عذاب
وَبِئْسَ,وبئس
ٱلْمَصِيرُ,المصير
يَرْفَعُ,يرفع
ٱلْقَوَاعِدَ,القواعد
ٱلْبَيْتِ,البيت
وَإِسْمَٰعِيلُ,وإسماعيل
رَبَّنَا,ربنا
تَقَبَّلْ,تقبل
مِنَّآ,منا
ٱلسَّمِيعُ,السميع
وَٱجْعَلْنَا,واجعلنا
مُسْلِمَيْنِ,مسلمين
ذُرِّيَّتِنَآ,ذريتنا
أُمَّةً,أمة
مُّسْلِمَةً,مسلمة
لَّكَ,لك
وَأَرِنَا,وأرنا
مَنَاسِكَنَا,مناسكنا
وَتُبْ,وتب
عَلَيْنَآ,علينا
وَٱبْعَثْ,وابعث
فِيهِمْ,فيهم
رَسُولًا,رسولا
يَتْلُوا۟,يتلو
ءَايَٰتِكَ,آياتك
وَيُعَلِّمُهُمُ,ويعلمهم
وَٱلْحِكْمَةَ,والحكمة
وَيُزَكِّيهِمْ,ويزكيهم
ٱلْعَزِيزُ,العزيز
يَرْغَبُ,يرغب
مِّلَّةِ,ملة
سَفِهَ,سفه
نَفْسَهُۥ,نفسه
وَلَقَدِ,ولقد
ٱصْطَفَيْنَٰهُ,اصطفيناه
وَإِنَّهُۥ,وإنه
لَمِنَ,لمن
ٱلصَّٰلِحِينَ,الصالحين
إِذْ,إذ
رَبُّهُۥٓ,ربه
أَسْلِمْ,أسلم
أَسْلَمْتُ,أسلمت
لِرَبِّ,لرب
وَوَصَّىٰ,ووصى
بَنِيهِ,بنيه
وَيَعْقُوبُ,ويعقوب
يَٰبَنِىَّ,يا بني
ٱصْطَفَىٰ,اصطفى
ٱلدِّينَ,الدين
تَمُوتُنَّ,تموتن
مُّسْلِمُونَ,مسلمون
شُهَدَآءَ,شهداء
حَضَرَ,حضر
يَعْقُوبَ,يعقوب
ٱلْمَوْتُ,الموت
لِبَنِيهِ,لبنيه
بَعْدِى,بعدي
إِلَٰهَكَ,إلهك
وَإِلَٰهَ,وإله
ءَابَآئِكَ,آبائك
وَإِسْحَٰقَ,وإسحاق
إِلَٰهًا,إلها
وَٰحِدًا,واحدا
مُسْلِمُونَ,مسلمون
أُمَّةٌ,أمة
خَلَتْ,خلت
لَهَا,لها
كَسَبَتْ,كسبت
وَلَكُم,ولكم
كَسَبْتُمْ,كسبتم
تُسْـَٔلُونَ,تسألون
تَهْتَدُوا۟,تهتدوا
مِلَّةَ,ملة
حَنِيفًا,حنيفا
قُولُوٓا۟,قولوا
إِلَيْنَا,إلينا
وَيَعْقُوبَ,ويعقوب
وَٱلْأَسْبَاطِ,والأسباط
أُوتِىَ,أوتي
وَعِيسَىٰ,وعيسى
ٱلنَّبِيُّونَ,النبيون
نُفَرِّقُ,نفرق
فَإِنْ,فإن
بِمِثْلِ,بمثل
ءَامَنتُم,آمنتم
فَقَدِ,فقد
ٱهْتَدَوا۟,اهتدوا
وَّإِن,وإن
تَوَلَّوْا۟,تولوا
شِقَاقٍ,شقاق
فَسَيَكْفِيكَهُمُ,فسيكفيكهم
صِبْغَةَ,صبغة
أَحْسَنُ,أحسن
صِبْغَةً,صبغة
عَٰبِدُونَ,عابدون
أَتُحَآجُّونَنَا,أتحاجوننا
رَبُّنَا,ربنا
وَرَبُّكُمْ,وربكم
وَلَنَآ,ولنا
أَعْمَٰلُنَا,أعمالنا
أَعْمَٰلُكُمْ,أعمالكم
مُخْلِصُونَ,مخلصون
وَٱلْأَسْبَاطَ,والأسباط
ءَأَنتُمْ,أأنتم
أَمِ,أم
كَتَمَ,كتم
شَهَٰدَةً,شهادة
عِندَهُۥ,عنده
سَيَقُولُ,سيقول
وَلَّىٰهُمْ,ولاهم
قِبْلَتِهِمُ,قبلتهم
عَلَيْهَا,عليها
قُل,قل
يَهْدِى,يهدي
صِرَٰطٍ,صراط
مُّسْتَقِيمٍ,مستقيم
وَكَذَٰلِكَ,وكذلك
جَعَلْنَٰكُمْ,جعلناكم
وَسَطًا,وسطا
لِّتَكُونُوا۟,لتكونوا
وَيَكُونَ,ويكون
ٱلرَّسُولُ,الرسول
شَهِيدًا,شهيدا
ٱلْقِبْلَةَ,القبلة
كُنتَ,كنت
عَلَيْهَآ,عليها
لِنَعْلَمَ,لنعلم
يَتَّبِعُ,يتبع
ٱلرَّسُولَ,الرسول
يَنقَلِبُ,ينقلب
عَقِبَيْهِ,عقبيه
لَكَبِيرَةً,لكبيرة
هَدَى,هدى
لِيُضِيعَ,ليضيع
إِيمَٰنَكُمْ,إيمانكم
بِٱلنَّاسِ,بالناس
لَرَءُوفٌ,لرءوف
رَّحِيمٌ,رحيم
نَرَىٰ,نرى
تَقَلُّبَ,تقلب
وَجْهِكَ,وجهك
فَلَنُوَلِّيَنَّكَ,فلنولينك
قِبْلَةً,قبلة
تَرْضَىٰهَا,ترضاها
فَوَلِّ,فول
وَجْهَكَ,وجهك
شَطْرَ,شطر
ٱلْمَسْجِدِ,المسجد
ٱلْحَرَامِ,الحرام
وَحَيْثُ,وحيث
فَوَلُّوا۟,فولوا
وُجُوهَكُمْ,وجوهكم
شَطْرَهُۥ,شطره
لَيَعْلَمُونَ,ليعلمون
وَلَئِنْ,ولئن
أَتَيْتَ,أتيت
تَبِعُوا۟,تبعوا
قِبْلَتَكَ,قبلتك
بِتَابِعٍ,بتابع
قِبْلَتَهُمْ,قبلتهم
بَعْضُهُم,بعضهم
قِبْلَةَ,قبلة
إِذًا,إذا
لَّمِنَ,لمن
يَعْرِفُونَهُۥ,يعرفونه
يَعْرِفُونَ,يعرفون
أَبْنَآءَهُمْ,أبناءهم
لَيَكْتُمُونَ,ليكتمون
رَّبِّكَ,ربك
تَكُونَنَّ,تكونن
ٱلْمُمْتَرِينَ,الممترين
وَلِكُلٍّ,ولكل
وِجْهَةٌ,وجهة
مُوَلِّيهَا,موليها
فَٱسْتَبِقُوا۟,فاستبقوا
ٱلْخَيْرَٰتِ,الخيرات
أَيْنَ,أين
تَكُونُوا۟,تكونوا
يَأْتِ,يأت
وَمِنْ,ومن
خَرَجْتَ,خرجت
لَلْحَقُّ,للحق
لِئَلَّا,لئلا
يَكُونَ,يكون
حُجَّةٌ,حجة
مِنْهُمْ,منهم
تَخْشَوْهُمْ,تخشوهم
وَٱخْشَوْنِى,واخشوني
وَلِأُتِمَّ,ولأتم
نِعْمَتِى,نعمتي
وَلَعَلَّكُمْ,ولعلكم
أَرْسَلْنَا,أرسلنا
فِيكُمْ,فيكم
ءَايَٰتِنَا,آياتنا
وَيُزَكِّيكُمْ,ويزكيكم
وَيُعَلِّمُكُمُ,ويعلمكم
وَيُعَلِّمُكُم,ويعلمكم
فَٱذْكُرُونِىٓ,فاذكروني
أَذْكُرْكُمْ,أذكركم
وَٱشْكُرُوا۟,واشكروا
لِى,لي
تَكْفُرُونِ,تكفرون
ٱسْتَعِينُوا۟,استعينوا
ٱلصَّٰبِرِينَ,الصابرين
لِمَن,لمن
يُقْتَلُ,يقتل
سَبِيلِ,سبيل
أَمْوَٰتٌۢ,أموات
أَحْيَآءٌ,أحياء
تَشْعُرُونَ,تشعرون
وَلَنَبْلُوَنَّكُم,ولنبلونكم
بِشَىْءٍ,بشيء
ٱلْخَوْفِ,الخوف
وَٱلْجُوعِ,والجوع
وَنَقْصٍ,ونقص
ٱلْأَمْوَٰلِ,الأموال
وَٱلْأَنفُسِ,والأنفس
وَٱلثَّمَرَٰتِ,والثمرات
إِذَآ,إذا
أَصَٰبَتْهُم,أصابتهم
مُّصِيبَةٌ,مصيبة
صَلَوَٰتٌ,صلوات
وَرَحْمَةٌ,ورحمة
ٱلْمُهْتَدُونَ,المهتدون
ٱلصَّفَا,الصفا
وَٱلْمَرْوَةَ,والمروة
شَعَآئِرِ,شعائر
فَمَنْ,فمن
حَجَّ,حج
أَوِ,أو
ٱعْتَمَرَ,اعتمر
جُنَاحَ,جناح
يَطَّوَّفَ,يطوف
بِهِمَا,بهما
تَطَوَّعَ,تطوع
خَيْرًا,خيرا
شَاكِرٌ,شاكر
يَكْتُمُونَ,يكتمون
أَنزَلْنَا,أنزلنا
وَٱلْهُدَىٰ,والهدى
بَيَّنَّٰهُ,بيناه
يَلْعَنُهُمُ,يلعنهم
وَيَلْعَنُهُمُ,ويلعنهم
ٱللَّٰعِنُونَ,اللاعنون
تَابُوا۟,تابوا
وَأَصْلَحُوا۟,وأصلحوا
وَبَيَّنُوا۟,وبينوا
أَتُوبُ,أتوب
وَأَنَا,وأنا
وَمَاتُوا۟,وماتوا
كُفَّارٌ,كفار
لَعْنَةُ,لعنة
وَٱلْمَلَٰٓئِكَةِ,والملائكة
